 0.00000	     0	   474.00
 0.00100	     1	   455.14
 0.00183	     2	   436.27
 0.00266	     3	   417.40
 0.00343	     4	   398.53
 0.00428	     5	   379.66
 0.00549	     6	   360.80
 0.00663	     7	   341.93
 0.00862	     8	   323.06
 0.00992	     9	   304.19
 0.01238	    10	   285.32
 0.01354	    11	   266.46
 0.01458	    12	   247.59
 0.01563	    13	   228.72
 0.01657	    14	   209.85
 0.01745	    15	   190.98
 0.01840	    16	   172.12
 0.01973	    17	   153.25
 0.02084	    18	   134.38
 0.02179	    19	   115.51
 0.02262	    20	    96.64
 0.02345	    21	    77.78
 0.02432	    22	    58.91
 0.02520	    23	    40.04
 0.02605	    24	    21.17
 0.02680	    25	     2.30
 0.02756	    26	   -16.56
 0.02835	    27	   -35.43
 0.02915	    28	   -54.30
 0.02991	    29	   -73.17
 0.03070	    30	   -92.04
 0.03172	    31	  -110.90
 0.03262	    32	  -129.77
 0.03346	    33	  -148.64
 0.03447	    34	  -167.51
 0.03541	    35	  -186.38
 0.03624	    36	  -205.24
 0.03706	    37	  -224.11
 0.03789	    38	  -242.98
 0.03869	    39	  -261.85
 0.03949	    40	  -280.72
 0.04024	    41	  -299.58
 0.04104	    42	  -318.45
 0.04181	    43	  -337.32
 0.04255	    44	  -356.19
 0.04329	    45	  -375.06
 0.04404	    46	  -393.92
 0.04480	    47	  -412.79
 0.04583	    48	  -431.66
 0.04662	    49	  -450.53
 0.04737	    50	  -469.39
 0.04812	    51	  -488.26
 0.04886	    52	  -507.13
 0.04960	    53	  -526.00
 0.05033	    54	  -544.87
 0.05107	    55	  -563.73
 0.05196	    56	  -582.60
 0.05286	    57	  -601.47
 0.05374	    58	  -620.34
 0.05462	    59	  -639.21
 0.05542	    60	  -658.07
 0.05620	    61	  -676.94
 0.05695	    62	  -695.81
 0.05770	    63	  -714.68
 0.05843	    64	  -733.55
 0.05918	    65	  -752.41
 0.05991	    66	  -771.28
 0.06064	    67	  -790.15
 0.06138	    68	  -809.02
 0.06230	    69	  -827.89
 0.06316	    70	  -846.75
 0.06401	    71	  -865.62
 0.06487	    72	  -884.49
 0.06584	    73	  -903.36
 0.06665	    74	  -922.23
 0.06742	    75	  -941.09
 0.06817	    76	  -959.96
 0.06890	    77	  -978.83
 0.06964	    78	  -997.70
 0.07037	    79	  -1016.57
 0.07112	    80	  -1035.43
 0.07187	    81	  -1054.30
 0.07283	    82	  -1073.17
 0.07371	    83	  -1092.04
 0.07460	    84	  -1110.91
 0.07549	    85	  -1129.77
 0.07643	    86	  -1148.64
 0.07777	    87	  -1167.51
 0.07870	    88	  -1186.38
 0.07951	    89	  -1205.25
 0.08028	    90	  -1224.11
 0.08105	    91	  -1242.98
 0.08183	    92	  -1261.85
 0.08265	    93	  -1280.72
 0.08358	    94	  -1299.59
 0.08451	    95	  -1318.45
 0.08555	    96	  -1337.32
 0.08665	    97	  -1356.19
 0.08756	    98	  -1375.06
 0.08842	    99	  -1393.93
 0.08925	   100	  -1412.79
 0.09044	   101	  -1431.66
 0.09139	   102	  -1450.53
 0.09225	   103	  -1469.40
 0.09315	   104	  -1488.26
 0.09420	   105	  -1507.13
 0.09554	   106	  -1526.00
 0.09649	   107	  -1544.87
 0.09729	   108	  -1563.74
 0.09838	   109	  -1582.60
 0.09920	   110	  -1601.47
 0.10011	   111	  -1620.34
 0.10091	   112	  -1639.21
 0.10172	   113	  -1658.08
 0.10251	   114	  -1676.94
 0.10386	   115	  -1695.81
 0.10473	   116	  -1714.68
 0.10846	   117	  -1733.55
 0.11081	   118	  -1752.42
 0.11206	   119	  -1771.28
 0.11308	   120	  -1790.15
 0.11668	   121	  -1809.02
 0.11982	   122	  -1827.89
 0.12084	   123	  -1846.76
 0.12171	   124	  -1865.62
 0.12262	   125	  -1884.49
 0.12356	   126	  -1903.36
 0.12551	   127	  -1922.23
 0.12693	   128	  -1941.10
 0.12803	   129	  -1959.96
 0.12905	   130	  -1978.83
 0.12988	   131	  -1997.70
 0.13066	   132	  -2016.57
 0.13140	   133	  -2035.44
 0.13219	   134	  -2054.30
 0.13296	   135	  -2073.17
 0.13373	   136	  -2092.04
 0.13453	   137	  -2110.91
 0.13532	   138	  -2129.78
 0.13630	   139	  -2148.64
 0.13719	   140	  -2167.51
 0.13796	   141	  -2186.38
 0.13916	   142	  -2205.25
 0.14021	   143	  -2224.12
 0.14116	   144	  -2242.98
 0.14204	   145	  -2261.85
 0.14295	   146	  -2280.72
 0.14386	   147	  -2299.59
 0.14477	   148	  -2318.46
 0.14570	   149	  -2337.32
 0.14651	   150	  -2356.19
 0.14727	   151	  -2375.06
 0.14801	   152	  -2393.93
 0.14874	   153	  -2412.80
 0.14948	   154	  -2431.66
 0.15021	   155	  -2450.53
 0.15094	   156	  -2469.40
 0.15176	   157	  -2488.27
 0.15279	   158	  -2507.13
 0.15365	   159	  -2526.00
 0.15438	   160	  -2544.87
 0.15511	   161	  -2563.74
 0.15593	   162	  -2582.61
 0.15679	   163	  -2601.47
 0.15758	   164	  -2620.34
 0.15835	   165	  -2639.21
 0.15908	   166	  -2658.08
 0.15982	   167	  -2676.95
 0.16056	   168	  -2695.81
 0.16129	   169	  -2714.68
 0.16201	   170	  -2733.55
 0.16275	   171	  -2752.42
 0.16348	   172	  -2771.29
 0.16422	   173	  -2790.15
 0.16515	   174	  -2809.02
 0.16629	   175	  -2827.89
 0.16729	   176	  -2846.76
 0.16816	   177	  -2865.63
 0.16893	   178	  -2884.49
 0.16977	   179	  -2903.36
 0.17054	   180	  -2922.23
 0.17130	   181	  -2941.10
 0.17203	   182	  -2959.97
 0.17276	   183	  -2978.83
 0.17349	   184	  -2997.70
 0.17422	   185	  -3016.57
 0.17496	   186	  -3035.44
 0.17569	   187	  -3054.31
 0.17643	   188	  -3073.17
 0.17717	   189	  -3092.04
 0.17792	   190	  -3110.91
 0.17900	   191	  -3129.78
 0.18005	   192	  -3148.65
 0.18102	   193	  -3167.51
